"year" "link"
1986 "http://www.imdb.com/title/tt0092005"
1986 "http://www.imdb.com/title/tt0092099"
1986 "http://www.imdb.com/title/tt0090605"
1986 "http://www.imdb.com/title/tt0091790"
1986 "http://www.imdb.com/title/tt0091042"
1986 "http://www.imdb.com/title/tt0091763"
1986 "http://www.imdb.com/title/tt0091369"
1986 "http://www.imdb.com/title/tt0090756"
1986 "http://www.imdb.com/title/tt0091949"
1986 "http://www.imdb.com/title/tt0091203"
1986 "http://www.imdb.com/title/tt0091064"
1986 "http://www.imdb.com/title/tt0091474"
1986 "http://www.imdb.com/title/tt0090728"
1986 "http://www.imdb.com/title/tt0091225"
1986 "http://www.imdb.com/title/tt0091419"
1986 "http://www.imdb.com/title/tt0091635"
1986 "http://www.imdb.com/title/tt0092067"
1986 "http://www.imdb.com/title/tt0091530"
1986 "http://www.imdb.com/title/tt0091778"
1986 "http://www.imdb.com/title/tt0090555"
1986 "http://www.imdb.com/title/tt0092086"
1986 "http://www.imdb.com/title/tt0091326"
1986 "http://www.imdb.com/title/tt0091059"
1986 "http://www.imdb.com/title/tt0091217"
1986 "http://www.imdb.com/title/tt0099763"
1986 "http://www.imdb.com/title/tt0091605"
1986 "http://www.imdb.com/title/tt0092272"
1986 "http://www.imdb.com/title/tt0090859"
1986 "http://www.imdb.com/title/tt0091738"
1986 "http://www.imdb.com/title/tt0090863"
1986 "http://www.imdb.com/title/tt0092007"
1986 "http://www.imdb.com/title/tt0092240"
1986 "http://www.imdb.com/title/tt0097050"
1986 "http://www.imdb.com/title/tt0091187"
1986 "http://www.imdb.com/title/tt0090888"
1986 "http://www.imdb.com/title/tt0091777"
1986 "http://www.imdb.com/title/tt0091954"
1986 "http://www.imdb.com/title/tt0091129"
1986 "http://www.imdb.com/title/tt0090685"
1986 "http://www.imdb.com/title/tt0091167"
1986 "http://www.imdb.com/title/tt0091541"
1986 "http://www.imdb.com/title/tt0091814"
1986 "http://www.imdb.com/title/tt0091499"
1986 "http://www.imdb.com/title/tt0091149"
1986 "http://www.imdb.com/title/tt0091983"
1986 "http://www.imdb.com/title/tt0090633"
1986 "http://www.imdb.com/title/tt0091557"
1986 "http://www.imdb.com/title/tt0090563"
1986 "http://www.imdb.com/title/tt0090660"
1986 "http://www.imdb.com/title/tt0090655"
1986 "http://www.imdb.com/title/tt0090670"
1986 "http://www.imdb.com/title/tt0091991"
1986 "http://www.imdb.com/title/tt0090887"
1986 "http://www.imdb.com/title/tt0092106"
1986 "http://www.imdb.com/title/tt0090583"
1986 "http://www.imdb.com/title/tt0091209"
1986 "http://www.imdb.com/title/tt0091828"
1986 "http://www.imdb.com/title/tt0092076"
1986 "http://www.imdb.com/title/tt0091544"
1986 "http://www.imdb.com/title/tt0091083"
1986 "http://www.imdb.com/title/tt0091445"
1986 "http://www.imdb.com/title/tt0091159"
1986 "http://www.imdb.com/title/tt0090830"
1986 "http://www.imdb.com/title/tt0090927"
1986 "http://www.imdb.com/title/tt0091886"
